Lease,Answer,Real answer,Correct
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,The lessor may take royalty in kind.,STATE OF WYOMING,0
67,McClellan Farm,McCLELLAN FARM,1
68,The lessor in the agreement in the source document is referred to as LESSOR.,STATE OF WYOMING,0
69,"105 W. First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,"5550 Nicollet, LLC","5550 Nicollet, LLC",1
76,Jerry Zarcone,TARGET GROUP INC.,0
77,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Ailanthus L.L.C.,Ailanthus L.L.C.,1
81,Vt Aviation Leasing Llc,VT Aviation Leasing LLC,1
82,Vt Equipment Leasing Llc,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven Atkinson,Steven and Janet Atkinso,0
90,Landlord,Ailanthus L.L.C.,0
91,Lessor,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,The lessor is referred to as the Landlord in the agreement.,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,"UCB, Inc., a Delaware corporation","UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Landlord,Wickfield Phoenix LLC,0
100,Mcclellan Farm,McCLELLAN FARM,1
