Lease,Answer,Real answer,Correct
88,The name of the lessor is not explicitly mentioned in the provided Source Document.,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
90,The name of the lessor is not explicitly mentioned in the provided Source Document.,Ailanthus L.L.C.,0
91,"Westwind Acquisition Company, LLC.","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Ever Winland Limited,Ever Winland Limited,1
93,"The name of the lessor is ""Landlord.""","Penta Partners, LLC",0
94,The name of the lessor is V G Instruments Group Limited.,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Arve Ulriksen,Mo Industripark AS,0
96,Landlord,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
