Lease,Answer,Real answer,Correct
33,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Real Estate Investing. East. Smart. For Everyone,Landa Properties LLC,0
36,The name of the lessor in the agreement is the Landlord.,PINAL COUNTY,0
37,The name of the lessor in the agreement is the Landlord.,Anthony Nigel Sampson,0
38,"ARE-SD Region No. 71, LLC, a Delaware limited liability company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,The name of the lessor in the agreement is Landlord.,"BERNARDO WINDELL, LLC",0
41,The name of the lessor in the agreement is Landlord.,"BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",1
44,Landlord,"Taylyn Holdings, LLC",0
45,The name of the lessor in the agreement is recorded in Item 1 of the SCHEDULE as LANDLORD.,MINOAN CAPITAL PTY LTD,0
46,"Upper Cheaspeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,The name of the lessor in the agreement is the Landlord.,"Apple Moving, Inc.",0
48,The name of the lessor in the agreement is Landlord.,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
50,The name of the lessor in the agreement is Landlord.,NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, it is referred to as 'Lessor' throughout the text.",VISIONS FEDERAL CREDIT UNION,0
53,Lessor,Hooten Non Exempt Family Trust B,0
54,Trustmark National Bank,Trustmark National Bank,1
55,Lessor,"Price-Poore House, LLC",0
56,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'lessor' is used throughout the document to refer to the entity involved in the lease agreement.",State of Wyoming,0
57,"Queen Mary and Westfield College, University of London.",Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
59,The name of the lessor in the agreement is Lessor.,"GIFFORD INVESTMENTS, INC.",0
60,Kathryn Atkinson,Kathryn Joy Atkinson,1
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'lessor' is used throughout the document to refer to the party that leases the land.",STATE OF WYOMING,0
67,McClellan Farm,McCLELLAN FARM,1
68,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'lessor' is used throughout the document to refer to the party granting the lease.",STATE OF WYOMING,0
69,"105 W. First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,"5550 Nicollet, LLC.","5550 Nicollet, LLC",1
75,Landlord,"HP LUMINA, LLC",0
76,The name of the lessor in the agreement is Target Group Inc.,TARGET GROUP INC.,0
77,Landlord.,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Ailanthus L.L.C.,Ailanthus L.L.C.,1
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,The name of the lessor in the agreement is Landlord.,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
85,Landlord,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven Atkinson,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
90,Landlord,Ailanthus L.L.C.,0
91,Lessor is a validly organized limited liability company under the laws of the State of Delaware.,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,"UCB, Inc., a Delaware corporation","UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,McClellan Farm,McCLELLAN FARM,1
