Lease,Answer,Real answer,Correct
91,"Westwind Acquisition Company, LLC.","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,Landlord,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,Lessor,McCLELLAN FARM,0
