Lease,Answer,Real answer,Correct
77,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Treasure Success International Limited,Ever Winland Limited,0
80,Owner or Owners of Landlord's Interest,Ailanthus L.L.C.,0
81,Vt Aviation Leasing Llc,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,The Lessor,Steven and Janet Atkinso,0
89,Queen Mary Innovation Limited,Queen Mary Bioenterprises Limited,0
90,Landlord,Ailanthus L.L.C.,0
91,"Westwind Acquisition Company, LLC","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Ford Glory International Limited,Ever Winland Limited,0
93,Landlord,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Arve Ulriksen,Mo Industripark AS,0
96,Landlord,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
100,The lessor is referred to as the Lessor in the agreement.,McCLELLAN FARM,0
