Lease,Answer,Real answer,Correct
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,The name of the lessor in the agreement is Lessor.,"5550 Nicollet, LLC",0
75,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
76,"E. Canary is a tenant at lands and premises municipally known as 385 Second Avenue West, Simcoe, Ontario (the “Premises”) pursuant to a Lease made the 28th day of June, 2018 between E. & E. McLaughlin Ltd., as Landlord, and Canary, as Tenant (the “Lease”).",TARGET GROUP INC.,0
77,"MALONE RTE 2 WATERBURY PROPERTIES, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,The name of the lessor in the agreement is Landlord.,Ailanthus L.L.C.,0
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"The name of the lessor in the agreement is Malone Rte 2 Waterbury Properties, LLC.","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
85,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,"The name of the lessor in the agreement is ""the Lessor.""",Steven and Janet Atkinso,0
89,Queen Mary Innovation Limited.,Queen Mary Bioenterprises Limited,0
90,Landlord,Ailanthus L.L.C.,0
91,"Westwind Acquisition Company, LLC.","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord.,"Penta Partners, LLC",0
94,V G INSTRUMENTS GROUP LIMITED,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,The name of the lessor in the agreement is Landlord.,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,The name of the lessor in the agreement is Lessor.,McCLELLAN FARM,0
