Lease,Answer,Real answer,Correct
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,Board of Land Commissioners,STATE OF WYOMING,0
67,McClellan Farm,McCLELLAN FARM,1
69,"105 W. First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,The name of the lessor is Steven Atkinson and Janet Atkinson.,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,The name of the lessor is ALC Aircraft Limited.,ALC Aircraft Limited,0
74,"5550 Nicollet, LLC.","5550 Nicollet, LLC",1
75,"The name of the lessor is ""Landlord"".","HP LUMINA, LLC",0
76,Jerry Zarcone,TARGET GROUP INC.,0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Ailanthus L.L.C.,Ailanthus L.L.C.,1
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,The name of the lessor is not explicitly mentioned in the provided Source Document.,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
85,The name of the lessor is not explicitly mentioned in the provided Source Document.,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven Atkinson,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
91,The name of the lessor is not explicitly mentioned in the provided Source Document.,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
94,The name of the lessor is V G Instruments Group Limited.,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,"Ucb, Inc.","UCB, INC.",1
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,McClellan Farm,McCLELLAN FARM,1
