Lease,Answer,Real answer,Correct
61,Congress Holdings Group,"Overlook At Rob Roy Owner, LLC",0
62,Phil Bosua,Phil Bosua,1
63,Party A,"Hangzhou Zhexin Information Technology Co., LTD",0
64,China Foreign Language Mansion,"Beijing Guochuan Borui Technology Co., Ltd.",0
65,Party A,"Beijing Guochuan Borui Technology Co., Ltd.",0
66,State Of Wyoming,STATE OF WYOMING,1
67,McClellan Farm,McCLELLAN FARM,1
68,State Of Wyoming,STATE OF WYOMING,1
69,"105 W. First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,the Lessor,Mundo Talio SL,0
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,Air Lease Corporation,ALC Aircraft Limited,0
74,"5550 Nicollet, LLC.","5550 Nicollet, LLC",1
75,Landlord,"HP LUMINA, LLC",0
76,Target Group Inc.,TARGET GROUP INC.,1
77,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,RH,"Rehco Holdings, LLC",0
79,Nong Bing Luw,Ever Winland Limited,0
80,Ailanthus L.L.C.,Ailanthus L.L.C.,1
81,Douglas Elliman Inc.,VT Aviation Leasing LLC,0
82,Douglas Elliman Inc.,VT Equipment Leasing LLC,0
83,RH,"Rehco Holdings, LLC",0
84,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
85,Landlord,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,Air Lease Corporation,ALC Aircraft Limited,0
88,Lessor,Steven and Janet Atkinso,0
89,Landlord,Queen Mary Bioenterprises Limited,0
90,Ailanthus L.L.C.,Ailanthus L.L.C.,1
91,"Westwind Acquisition Company, L.L.C.","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Nong Bing Luw,Ever Winland Limited,0
93,Landlord,"Penta Partners, LLC",0
94,The Council Of The City Of Manchester,THE COUNCIL OF THE CITY OF MANCHESTER,1
95,Arve Ulriksen,Mo Industripark AS,0
96,Landlord,"UCB, INC.",0
97,Landlord,"CARGILL, INCORPORATED",0
98,"Beijing Hontao Management Consulting Co., Ltd","Beijing Hontao Management Consulting Co., Ltd.",1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,McClellan Farm,McCLELLAN FARM,1
