Lease,Answer,Real answer,Correct
60,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name of the lessor.",Kathryn Joy Atkinson,0
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Tianjin Information Sea Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",0
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,State of Wyoming,STATE OF WYOMING,1
67,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name of the lessor.",McCLELLAN FARM,0
68,The name of the lessor is not explicitly mentioned in the provided source document.,STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C., A Delaware Limited Liability Company","105 W. First Street Owner, L.L.C.",0
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,The Lessor enters into this Lease as an independent contractor.,Kathryn Joy Atkinson,0
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,Achong Plexus International,"5550 Nicollet, LLC",0
75,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
76,"E. Canary is a tenant at lands and premises municipally known as 385 Second Avenue West, Simcoe, Ontario (the “Premises”) pursuant to a Lease made the 28th day of June, 2018 between E. & E. McLaughlin Ltd., as Landlord, and Canary, as Tenant (the “Lease”).",TARGET GROUP INC.,0
77,"The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but it does not specify a full name.","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,"The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but it does not specify a full name.",Ailanthus L.L.C.,0
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,"The name of the lessor is not explicitly mentioned in the provided source document. The terms 'Tenant' and 'Landlord' are used, but no specific name is given for the lessor.","HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name of the lessor.",Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited.,Queen Mary Bioenterprises Limited,1
90,The name of the lessor is not explicitly mentioned in the provided source document. The document refers to the lessor as 'Landlord' but does not provide a specific name.,Ailanthus L.L.C.,0
91,Lessor is a validly organized limited liability company under the laws of the State of Delaware.,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord,"Penta Partners, LLC",0
94,V G INSTRUMENTS GROUP LIMITED,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,Landlord,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,"The name of the lessor is not explicitly mentioned in the provided source document. Therefore, I cannot provide the exact name.",McCLELLAN FARM,0
