Lease,Answer,Real answer,Correct
26,"Alexandria Real Estate Equities, Inc","ARE-708 QUINCE ORCHARD, LLC",0
20,"UP 64 SIDNEY STREET, LLC","UP 64 SIDNEY STREET, LLC",1
44,Landlord,"Taylyn Holdings, LLC",0
63,"Tianjin Information Sea Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",0
50,The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used generically without specifying a name.,NWP BUILDING 20 LLC,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
41,"The name of the lessor is not explicitly mentioned in the provided source document. The term 'Landlord' is used, but it does not specify a full name.","BERNARDO WINDELL, LLC",0
93,Landlord,"Penta Partners, LLC",0
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
31,"Oak Street Real Estate Capital, LLC",CTROOK002 LLC,0
2,Augmedix Bangladesh Ltd.,Sony Chocolate Industries Ltd,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
7,Landlord,"AR Industrial No. 1, Ltd",0
24,Owner,"APT Cowork, LLC",0
71,Steven Atkinson,Steven and Janet Atkinson,0
56,State of Wyoming,State of Wyoming,1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
