Lease,Answer,Real answer,Correct
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Landa Properties LLC,Landa Properties LLC,1
37,Anthony Nigel Sampson,Anthony Nigel Sampson,1
38,"Are-Sd Region No. 71, Llc","ARE-SD REGION NO. 71, LLC",1
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,Owner or Owners,"BERNARDO WINDELL, LLC",0
41,Owner or owners of the fee title of the Building,"BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"Hudson Pacific Properties, Inc.","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,"Taylyn Holdings, LLC","Taylyn Holdings, LLC",1
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
46,"Upper Chesapeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
48,Sunrise Nominee Trust,Sunrise Nominee Trust,1
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
50,Landlord,NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
54,Trustmark National Bank,Trustmark National Bank,1
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,The Lessor,State of Wyoming,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
59,Lessor,"GIFFORD INVESTMENTS, INC.",0
60,Kathryn Atkinson,Kathryn Joy Atkinson,1
61,"Overlook at Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., Ltd","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,The Lessor,STATE OF WYOMING,0
67,McClellan Farm,McCLELLAN FARM,1
68,The Lessor,STATE OF WYOMING,0
69,"CRISPR Therapeutics, Inc.","105 W. First Street Owner, L.L.C.",0
71,Steven Atkinson,Steven and Janet Atkinson,0
72,Kathryn Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,"5550 Nicollet, LLC","5550 Nicollet, LLC",1
75,Landlord,"HP LUMINA, LLC",0
77,Landlord,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Owner or Owners of Landlord's Interest,Ailanthus L.L.C.,0
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,Landlord,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven Atkinson,Steven and Janet Atkinso,0
89,Queen Mary BioEnterprises Limited,Queen Mary Bioenterprises Limited,1
90,Owner or Owners of Landlord's interest,Ailanthus L.L.C.,0
91,Lessor,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,Landlord,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
96,"UCB, Inc., a Delaware corporation","UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Landlord,Wickfield Phoenix LLC,0
100,McClellan Farm,McCLELLAN FARM,1
