Lease,Answer,Real answer,Correct
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Lessor,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
90,Landlord,Ailanthus L.L.C.,0
91,Lessor,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,The Landlord,Ever Winland Limited,0
93,"Penta Partners, LLC","Penta Partners, LLC",1
94,the Lessors,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,Landlord,"UCB, INC.",0
97,Landlord,"CARGILL, INCORPORATED",0
98,"Beijing Hontao Management Consulting Co., Ltd","Beijing Hontao Management Consulting Co., Ltd.",1
99,Landlord,Wickfield Phoenix LLC,0
100,McClellan Farm,McCLELLAN FARM,1
