Lease,Answer,Real answer,Correct
68,The name of the lessor is not explicitly mentioned in the provided source document.,STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,The name of the lessor is not explicitly mentioned in the provided source document.,Kathryn Joy Atkinson,0
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,Achong Plexus International,"5550 Nicollet, LLC",0
75,"Le-Mar Holdings, Inc.","HP LUMINA, LLC",0
76,E. & E. McLaughlin Ltd.,TARGET GROUP INC.,0
77,The name of the lessor is not explicitly mentioned in the provided source document.,"MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,The name of the lessor is not explicitly stated in the provided source document.,Ailanthus L.L.C.,0
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,The name of the lessor is not explicitly mentioned in the provided source document.,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,The name of the lessor is not explicitly mentioned in the provided source document.,Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
90,"The name of the lessor is not explicitly stated in the provided source document. The document refers to the lessor as 'Landlord' in various sections, but does not provide a specific name.",Ailanthus L.L.C.,0
91,Lessor is a validly organized limited liability company under the laws of the State of Delaware.,"WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,The name of the lessor is not explicitly stated in the provided source document.,"Penta Partners, LLC",0
94,V G INSTRUMENTS GROUP LIMITED,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,The name of the lessor is not explicitly mentioned in the provided source document.,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Luji Technology Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",0
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,The name of the lessor is not explicitly mentioned in the provided source document.,McCLELLAN FARM,0
