Lease,Answer,Real answer,Correct
34,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,Landa App LLC - 1703 Summerwoods Lane Griffin GA LLC,1
35,Landa Properties LLC,Landa Properties LLC,1
36,Landlord,PINAL COUNTY,0
37,Anthony Nigel Sampson,Anthony Nigel Sampson,1
38,"ARE-SD REGION NO. 71, LLC, a Delaware limited liability company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,"Bernardo Windell, LLC","BERNARDO WINDELL, LLC",1
41,"Bernardo Windell, LLC","BERNARDO WINDELL, LLC",1
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,Lessor,"Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,Landlord,"Taylyn Holdings, LLC",0
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
46,"Upper Cheaspeake Flex One, LLC","UPPER CHEASPEAKE FLEX ONE, LLC",1
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
48,Sunrise NT,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
50,NWP Building 20 LLC,NWP BUILDING 20 LLC,1
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,Hooten Non Exempt Family Trust B,Hooten Non Exempt Family Trust B,1
54,Trustmark National Bank,Trustmark National Bank,1
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,"State Of Wyoming, Acting By And Through Its Board Of Land Commissioners",State of Wyoming,0
57,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
58,Party A,"Sichuan Anyi Hengke Technology Co., Ltd.",0
59,"Gifford Investments, Inc.","GIFFORD INVESTMENTS, INC.",1
60,Kathryn Joy Atkinson,Kathryn Joy Atkinson,1
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,Party A,"Hangzhou Zhexin Information Technology Co., LTD",0
64,China Foreign Language Mansion,"Beijing Guochuan Borui Technology Co., Ltd.",0
65,China Foreign Language Mansion,"Beijing Guochuan Borui Technology Co., Ltd.",0
66,"State Of Wyoming, Acting By And Through Its Board Of Land Commissioners",STATE OF WYOMING,0
67,McClellan Farm,McCLELLAN FARM,1
68,"State Of Wyoming, Acting By And Through Its Board Of Land Commissioners",STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C.","105 W. First Street Owner, L.L.C.",1
70,The Lessor,Mundo Talio SL,0
71,Steven and Janet Atkinson,Steven and Janet Atkinson,1
72,Kathryn Joy Atkinson,Kathryn Joy Atkinson,1
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,Lessor,"5550 Nicollet, LLC",0
75,"HP Lumina, LLC","HP LUMINA, LLC",1
76,E. & E. McLaughlin Ltd.,TARGET GROUP INC.,0
77,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,Landlord,Ailanthus L.L.C.,0
81,The Lessor,VT Aviation Leasing LLC,0
82,Lessor,VT Equipment Leasing LLC,0
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"Malone Rte 2 Waterbury Properties, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,Landlord,"HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,Steven and Janet Atkinson,Steven and Janet Atkinso,1
89,Queen Mary Bioenterprises Limited,Queen Mary Bioenterprises Limited,1
90,Landlord,Ailanthus L.L.C.,0
91,"Westwind Acquisition Company, L.L.C.","WESTWIND ACQUISITION COMPANY, L.L.C.",1
92,Ever Winland Limited,Ever Winland Limited,1
93,"Penta Partners, LLC","Penta Partners, LLC",1
94,The Council,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,Landlord,"UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd","Beijing Hontao Management Consulting Co., Ltd.",1
99,Landlord,Wickfield Phoenix LLC,0
100,McClellan Farm,McCLELLAN FARM,1
