Lease,Answer,Real answer,Correct
35,Landa Properties LLC,Landa Properties LLC,1
36,The name of the lessor in the agreement is the Landlord named herein.,PINAL COUNTY,0
37,"Anthony Nigel Sampson, Vertical Aerospace Limited, and Imagination Industries Limited are the parties involved in the lease agreement.",Anthony Nigel Sampson,0
38,"ARE-SD Region No. 71, LLC, a Delaware limited liability company","ARE-SD REGION NO. 71, LLC",0
39,"Cargill, Incorporated","CARGILL, INCORPORATED",1
40,"The name of the lessor in the agreement is not explicitly stated in the provided source document. The term 'Landlord' is used, but it is specified that this term refers to the owner or owners of the fee title of the Building.","BERNARDO WINDELL, LLC",0
41,"The name of the lessor in the agreement is not explicitly stated in the provided source document. The term 'Landlord' is used, but it is specified that this term refers to the owner or owners of the fee title of the Building.","BERNARDO WINDELL, LLC",0
42,100 Chesapeake Blvd LLC,100 CHESAPEAKE BLVD LLC,1
43,"The name of the lessor in the agreement is not explicitly stated in the provided source document. The document refers to the lessor as ""Landlord"" in certain cases, but does not provide a specific name.","Hudson Towers at Shore Center, LLC, a Delaware limited liability company",0
44,"Wisconsin Fertility and Reproductive Associates, S.C.","Taylyn Holdings, LLC",0
45,Minoan Capital Pty Ltd,MINOAN CAPITAL PTY LTD,1
46,"Clene Nanomedicine, Inc.","UPPER CHEASPEAKE FLEX ONE, LLC",0
47,"Apple Moving, Inc.","Apple Moving, Inc.",1
48,The name of the lessor in the agreement is Landlord.,Sunrise Nominee Trust,0
49,"Cruiser Lane, LLC","Cruiser Lane, LLC",1
50,"The name of the lessor in the agreement is not explicitly stated in the provided source document. The term ""Landlord"" is used, but it is specified that this term refers to the owner or owners of the property at the time in question.",NWP BUILDING 20 LLC,0
51,Phil Bosua,Phil Bosua,1
52,Visions Federal Credit Union,VISIONS FEDERAL CREDIT UNION,1
53,The name of the lessor in the agreement is Lessor.,Hooten Non Exempt Family Trust B,0
54,The name of the lessor in the agreement is not explicitly stated in the provided source document.,Trustmark National Bank,0
55,"Price-Poore House, LLC","Price-Poore House, LLC",1
56,The name of the lessor in the agreement is the State of Wyoming.,State of Wyoming,0
57,"Queen Mary and Westfield College, University of London.",Queen Mary Bioenterprises Limited,0
58,"Sichuan Anyi Hengke Technology Co., Ltd.","Sichuan Anyi Hengke Technology Co., Ltd.",1
59,The name of the lessor in the agreement is not explicitly stated in the provided source document.,"GIFFORD INVESTMENTS, INC.",0
60,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'Lessor' is used throughout the document to refer to the party leasing the lands.",Kathryn Joy Atkinson,0
61,"Overlook At Rob Roy Owner (Delaware), LLC","Overlook At Rob Roy Owner, LLC",1
62,Phil Bosua,Phil Bosua,1
63,"Hangzhou Zhexin Information Technology Co., LTD","Hangzhou Zhexin Information Technology Co., LTD",1
64,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
65,"Beijing Guochuan Borui Technology Co., Ltd.","Beijing Guochuan Borui Technology Co., Ltd.",1
66,STATE OF WYOMING,STATE OF WYOMING,1
67,"Bacterin International, Inc.",McCLELLAN FARM,0
68,The name of the lessor in the agreement is the State of Wyoming acting by and through its Board of Land Commissioners.,STATE OF WYOMING,0
69,"105 W First Street Owner, L.L.C., a Delaware limited liability company","105 W. First Street Owner, L.L.C.",0
70,Mundo Talio SL,Mundo Talio SL,1
71,Steven Atkinson,Steven and Janet Atkinson,0
72,The name of the lessor in the agreement is not explicitly stated in the provided source document.,Kathryn Joy Atkinson,0
73,ALC Aircraft Limited,ALC Aircraft Limited,1
74,The name of the lessor in the agreement is Plexus International.,"5550 Nicollet, LLC",0
75,"Le-Mar Holdings, Inc., a Texas corporation.","HP LUMINA, LLC",0
76,"E. Canary is a tenant at lands and premises municipally known as 385 Second Avenue West, Simcoe, Ontario (the “Premises”) pursuant to a Lease made the 28th day of June, 2018 between E. & E. McLaughlin Ltd., as Landlord, and Canary, as Tenant (the “Lease”).",TARGET GROUP INC.,0
77,"Solar Communities, Inc. DBA Suncommon","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",0
78,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
79,Ever Winland Limited,Ever Winland Limited,1
80,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'Landlord' is used throughout the document to refer to the lessor.",Ailanthus L.L.C.,0
81,VT Aviation Leasing LLC,VT Aviation Leasing LLC,1
82,VT Equipment Leasing LLC,VT Equipment Leasing LLC,1
83,"Rehco Holdings, LLC","Rehco Holdings, LLC",1
84,"MALONE RTE 2 WATERBURY PROPERTIES, LLC","MALONE US ROUTE 2 WATERBURY PROPERTIES, LLC",1
85,"Le-Mar Holdings, Inc., a Texas corporation.","HP LUMINA, LLC",0
86,ALC Aircraft Limited,ALC Aircraft Limited,1
87,ALC Aircraft Limited,ALC Aircraft Limited,1
88,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'Lessor' is used to refer to the party leasing the Lands.",Steven and Janet Atkinso,0
89,Queen Mary Bioenterprises Limited.,Queen Mary Bioenterprises Limited,1
90,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the term 'Landlord' is used to refer to the lessor.",Ailanthus L.L.C.,0
91,"The name of the lessor in the agreement is Westwind Acquisition Company, LLC.","WESTWIND ACQUISITION COMPANY, L.L.C.",0
92,Ever Winland Limited,Ever Winland Limited,1
93,The name of the lessor in the agreement is Landlord.,"Penta Partners, LLC",0
94,V G Instruments Group Limited,THE COUNCIL OF THE CITY OF MANCHESTER,0
95,Mo Industripark AS,Mo Industripark AS,1
96,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the lessor is referred to as ""Landlord"" in certain cases.","UCB, INC.",0
97,"Cargill, Incorporated","CARGILL, INCORPORATED",1
98,"Beijing Hontao Management Consulting Co., Ltd.","Beijing Hontao Management Consulting Co., Ltd.",1
99,Wickfield Properties LLC,Wickfield Phoenix LLC,1
100,"The name of the lessor in the agreement is not explicitly stated in the provided source document. However, the lessor is referred to as the party that may terminate the lease and is involved in various obligations and rights concerning the lease agreement.",McCLELLAN FARM,0
